data;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
09/10/2017;1;2;0;0;0;0;1
10/10/2017;1;0;1;0;0;0;1
13/10/2017;1;1;0;0;0;0;1
20/10/2017;1;1;0;0;0;1;3
20/10/2017;1;1;0;0;0;0;1
23/10/2017;1;0;1;0;0;0;1
07/11/2017;1;2;0;1;0;0;2
08/11/2017;1;1;0;0;0;0;1
10/11/2017;1;3;0;0;0;0;1
10/11/2017;1;1;2;0;0;0;1
12/11/2017;1;0;1;0;0;0;1
14/11/2017;1;3;1;0;0;0;1
14/11/2017;1;1;0;1;0;0;2
16/11/2017;1;3;0;0;0;0;1
20/11/2017;2;1;0;2;0;1;3
23/11/2017;1;1;0;0;1;0;2
27/11/2017;1;1;0;1;0;0;2
27/11/2017;3;3;0;0;0;0;1
30/11/2017;1;1;0;0;0;2;3
01/12/2017;1;1;0;0;0;0;1
04/12/2017;1;2;0;0;0;0;1
20/12/2017;2;2;0;0;0;0;1
21/12/2017;1;1;0;0;0;0;1
27/12/2017;1;2;1;0;0;0;1
28/12/2017;1;1;0;0;0;0;1
29/12/2017;2;2;0;0;0;0;1
02/01/2018;1;3;0;0;0;0;1
04/01/2018;1;1;0;2;0;0;2
05/01/2018;1;11;0;0;0;0;1
07/01/2018;1;6;0;0;0;0;1
09/01/2018;1;1;0;1;0;0;2
10/01/2018;1;2;0;0;0;0;1
10/01/2018;1;1;0;0;1;0;2
12/01/2018;1;1;0;0;1;0;2
13/01/2018;1;1;0;1;0;0;2
15/01/2018;1;1;0;0;0;0;1
18/01/2018;1;4;0;0;0;0;1
18/01/2018;2;3;0;0;0;0;1
19/01/2018;2;2;0;0;0;0;1
20/01/2018;2;3;0;0;0;0;1
24/01/2018;1;1;0;1;0;0;2
26/01/2018;1;1;0;0;0;1;3
28/01/2018;1;2;0;0;0;0;1
30/01/2018;2;1;0;1;0;0;2
30/01/2018;1;3;1;0;0;0;1
31/01/2018;1;0;0;1;0;0;2
06/02/2018;1;2;0;0;0;0;1
06/02/2018;1;4;0;1;0;0;2
07/02/2018;1;4;0;0;0;0;1
08/02/2018;2;1;0;1;0;0;2
09/02/2018;1;0;0;1;0;0;2
09/02/2018;1;1;0;0;0;0;1
09/02/2018;2;2;0;0;0;0;1
16/02/2018;1;1;2;0;0;0;1
16/02/2018;1;2;0;0;0;0;1
17/02/2018;1;1;0;0;0;0;1
25/02/2018;1;1;0;2;0;0;2
26/02/2018;1;0;4;0;0;0;1
28/02/2018;2;5;0;0;0;0;1
28/02/2018;1;1;0;0;0;0;1
01/03/2018;2;1;0;0;1;0;2
13/03/2018;1;1;0;0;0;0;1
13/03/2018;1;2;0;0;0;0;1
14/03/2018;1;1;0;0;1;0;2
15/03/2018;1;1;0;1;1;0;2
23/03/2018;1;2;0;0;0;0;1
24/03/2018;1;1;1;0;0;0;1
24/03/2018;1;1;1;0;0;0;1
27/03/2018;1;1;1;0;0;0;1
28/03/2018;2;2;0;0;0;0;1
30/03/2018;1;3;1;0;0;0;1
31/03/2018;1;1;0;1;0;0;2
06/04/2018;1;0;0;1;0;0;2
06/04/2018;1;1;1;0;0;0;1
09/04/2018;2;5;0;0;0;0;1
10/04/2018;2;2;0;0;0;0;1
14/04/2018;1;1;0;0;0;0;1
14/04/2018;1;1;0;0;0;0;1
18/04/2018;2;1;0;1;0;0;2
18/04/2018;1;1;0;2;0;0;2
20/04/2018;1;1;0;0;0;1;3
20/04/2018;1;0;1;0;0;0;1
20/04/2018;2;2;0;1;0;0;2
20/04/2018;1;1;0;1;2;0;2
20/04/2018;3;3;0;0;0;0;1
23/04/2018;1;0;1;0;0;0;1
27/04/2018;1;3;1;0;0;0;1
19/05/2018;1;1;0;0;1;0;2
31/05/2018;1;2;2;0;0;0;1
03/06/2018;1;0;1;0;0;0;1
06/06/2018;1;0;1;0;0;0;1
06/06/2018;1;1;0;0;0;1;3
08/06/2018;1;1;0;1;0;0;2
11/06/2018;1;1;0;1;0;0;2
11/06/2018;1;1;0;1;0;0;2
11/06/2018;1;1;1;0;0;0;1
15/06/2018;1;3;1;0;0;0;1
17/06/2018;1;1;1;0;0;0;1
19/06/2018;1;2;0;0;0;0;1
25/06/2018;1;4;0;0;0;0;1
26/06/2018;2;1;0;0;0;1;3
28/06/2018;1;0;0;1;0;0;2
30/06/2018;1;1;1;0;0;0;1
03/07/2018;2;2;0;0;0;0;1
03/07/2018;1;2;0;0;0;0;1
05/07/2018;1;3;1;0;0;0;1
09/07/2018;1;2;0;0;0;0;1
11/07/2018;1;1;0;0;0;0;1
11/07/2018;1;2;1;0;0;0;1
13/07/2018;1;0;3;0;0;0;1
18/07/2018;1;1;1;1;0;0;2
22/07/2018;1;1;1;2;0;0;2
27/07/2018;1;0;2;0;0;0;1
27/07/2018;1;6;0;0;0;0;1
31/07/2018;2;3;0;0;1;0;2
01/08/2018;1;1;2;1;0;0;2
01/08/2018;3;3;0;2;0;0;2
06/08/2018;1;0;0;0;1;1;3
10/08/2018;1;2;0;0;1;0;2
11/08/2018;1;1;0;1;1;0;2
12/08/2018;1;1;4;1;0;0;2
20/08/2018;2;1;0;1;0;0;2
24/08/2018;1;1;0;0;0;0;1
29/08/2018;2;2;0;0;0;0;1
29/08/2018;2;2;0;0;0;0;1
01/09/2018;2;2;0;0;0;0;1
03/09/2018;1;2;1;0;0;0;1
04/09/2018;1;1;0;1;0;0;2
05/09/2018;1;1;0;0;0;0;1
11/09/2018;1;1;2;0;0;0;1
18/09/2018;1;1;0;0;0;0;1
25/09/2018;1;1;0;1;1;0;2
04/10/2018;2;2;0;0;0;0;1
04/10/2018;2;2;0;0;0;0;1
04/10/2018;1;1;0;1;0;0;2
11/10/2018;1;1;0;1;0;0;2
12/10/2018;1;0;2;0;0;0;1
18/10/2018;2;1;0;0;1;0;2
20/10/2018;1;1;0;0;0;0;1
21/10/2018;2;1;0;1;0;0;2
21/10/2018;1;1;0;0;1;0;2
25/10/2018;1;5;2;0;0;0;1
01/11/2018;2;1;2;0;0;0;1
01/11/2018;1;0;1;0;0;0;1
02/11/2018;1;0;0;0;0;1;3
08/11/2018;1;1;1;0;0;0;1
13/11/2018;1;1;0;0;0;0;1
15/11/2018;2;3;1;0;0;0;1
16/11/2018;1;1;1;1;0;0;2
18/11/2018;1;1;0;0;0;0;1
20/11/2018;2;8;0;0;0;0;1
24/11/2018;1;1;1;0;0;0;1
28/11/2018;1;0;4;2;0;0;2
03/12/2018;1;2;1;2;0;0;2
05/12/2018;1;1;1;0;0;0;1
09/12/2018;1;1;0;0;0;0;1
12/12/2018;1;2;0;2;0;0;2
17/12/2018;1;5;0;0;0;0;1
17/12/2018;1;1;0;0;1;0;2
19/12/2018;1;1;1;3;1;0;2
20/12/2018;2;0;0;0;1;1;3
28/12/2018;1;1;0;0;0;0;1
03/01/2019;2;2;0;1;0;0;2
09/01/2019;1;2;0;0;0;0;1
17/01/2019;1;1;0;0;0;0;1
17/01/2019;1;0;1;0;0;0;1
21/01/2019;1;2;0;0;0;0;1
24/01/2019;1;2;0;0;0;0;1
24/01/2019;1;0;0;1;0;0;2
26/01/2019;1;1;0;0;0;1;3
05/02/2019;1;2;0;0;0;0;1
06/02/2019;1;1;0;0;1;0;2
10/02/2019;1;1;0;0;0;1;3
13/02/2019;2;3;0;0;0;0;1
22/02/2019;1;1;0;1;0;1;3
24/02/2019;1;0;0;1;1;0;2
24/02/2019;1;1;0;1;0;0;2
28/02/2019;1;1;0;0;1;0;2
07/03/2019;1;1;1;1;0;0;2
08/03/2019;1;0;1;0;0;0;1
11/03/2019;1;1;0;0;0;0;1
12/03/2019;1;0;1;0;0;0;1
14/03/2019;1;5;0;1;0;0;2
15/03/2019;1;4;0;0;0;0;1
22/03/2019;1;1;0;0;1;0;2
25/03/2019;2;3;0;0;0;0;1
28/03/2019;3;0;2;1;0;0;2
28/03/2019;1;1;0;0;0;0;1
29/03/2019;1;1;0;0;2;0;2
29/03/2019;1;1;1;0;0;0;1
30/03/2019;1;7;0;1;0;0;2
30/03/2019;1;1;1;0;0;0;1
30/03/2019;1;12;0;2;1;0;2
03/08/2019;1;3;1;0;0;0;1
06/08/2019;1;1;1;0;0;0;1
07/08/2019;1;2;0;0;0;0;1
09/08/2019;1;1;0;0;0;0;1
15/08/2019;1;1;0;0;0;0;1
21/08/2019;1;2;0;1;0;0;2
23/08/2019;1;1;0;0;1;0;2
23/08/2019;1;1;0;3;0;0;2
24/08/2019;1;1;0;0;1;1;3
25/08/2019;1;3;0;0;0;1;3
27/08/2019;1;1;0;0;0;0;1
30/08/2019;1;1;3;0;0;0;1
31/08/2019;1;1;1;0;0;0;1
03/09/2019;1;2;1;0;0;0;1
05/09/2019;1;1;0;0;1;0;2
15/09/2019;1;2;0;0;0;0;1
16/09/2019;1;1;0;0;0;0;1
18/09/2019;1;1;0;0;0;0;1
25/09/2019;1;1;1;0;0;0;1
26/09/2019;2;1;1;0;2;0;2
27/09/2019;1;1;0;0;1;1;3
01/07/2019;1;2;0;1;0;0;2
25/07/2019;1;1;1;0;1;2;3
04/04/2019;1;1;0;1;0;0;2
08/04/2019;2;2;2;0;0;0;1
08/04/2019;2;2;0;0;0;0;1
11/04/2019;1;0;0;1;0;0;2
13/04/2019;1;1;0;0;0;1;3
13/04/2019;1;1;3;0;0;0;1
17/04/2019;1;1;0;0;0;0;1
17/04/2019;2;1;0;1;0;0;2
22/04/2019;1;2;0;0;0;0;1
26/04/2019;2;2;0;0;0;0;1
30/04/2019;1;1;0;0;0;0;1
04/06/2019;1;21;1;1;0;0;2
11/06/2019;3;2;0;0;1;0;2
12/06/2019;1;1;1;0;0;0;1
14/06/2019;1;0;0;2;1;0;2
18/06/2019;1;1;0;0;0;1;3
23/06/2019;1;48;0;0;0;0;1
29/06/2019;1;0;0;1;0;0;2
02/05/2019;1;1;1;1;0;0;2
04/05/2019;1;5;0;0;0;0;1
08/05/2019;1;29;0;0;0;0;1
10/05/2019;1;0;0;1;0;0;2
13/05/2019;1;2;1;0;0;0;1
14/05/2019;1;1;0;0;0;1;3
16/05/2019;1;2;0;0;0;0;1
16/05/2019;1;1;0;1;0;0;2
19/05/2019;1;1;0;2;0;0;2
21/05/2019;1;1;0;1;0;0;2
21/05/2019;2;2;0;0;1;0;2
23/05/2019;1;16;10;3;1;1;3
04/10/2019;1;3;0;0;0;0;1
14/10/2019;1;0;1;0;0;1;3
21/10/2019;1;1;1;0;0;0;1
26/10/2019;1;2;1;0;0;0;1
30/10/2019;2;2;0;0;0;0;1
01/11/2019;1;0;1;1;0;0;2
07/11/2019;2;1;1;0;0;0;1
12/11/2019;1;1;0;1;0;0;2
14/11/2019;1;1;0;0;0;1;3
19/11/2019;1;1;0;0;0;1;3
25/11/2019;1;1;0;0;0;1;3
26/11/2019;1;0;0;1;0;0;2
30/11/2019;2;0;2;0;0;0;1
06/12/2019;1;1;1;0;1;0;2
06/12/2019;1;1;0;0;0;0;1
09/12/2019;1;2;2;0;0;0;1
10/12/2019;1;1;0;1;0;0;2
12/12/2019;1;1;0;0;1;0;2
12/12/2019;2;1;1;0;0;0;1
15/12/2019;1;2;0;0;0;0;1
16/12/2019;1;1;0;0;0;0;1
16/12/2019;1;2;1;0;0;0;1
23/12/2019;1;2;0;1;0;0;2
24/12/2019;1;1;0;0;0;0;1
02/01/2010;2;2;0;0;0;0;1
03/01/2010;2;57;0;0;0;0;1
03/01/2010;2;3;0;0;0;0;1
03/01/2010;2;1;0;0;0;0;1
03/01/2010;2;3;0;0;0;0;1
03/01/2010;2;1;0;1;0;0;2
03/01/2010;2;1;0;0;1;1;3
03/01/2010;2;1;1;0;0;0;1
04/01/2010;2;1;0;0;1;0;2
05/01/2010;2;1;1;0;0;0;1
05/01/2010;2;0;0;1;0;0;2
06/01/2010;2;1;0;1;0;0;2
06/01/2010;2;3;0;0;0;0;1
07/01/2010;2;3;0;0;0;0;1
07/01/2010;2;1;0;0;0;0;1
07/01/2010;2;2;0;0;0;0;1
07/01/2010;2;2;0;0;0;0;1
08/01/2010;2;4;0;0;0;0;1
08/01/2010;2;1;0;0;0;1;3
08/01/2010;2;3;0;1;0;0;2
09/01/2010;2;0;0;0;1;0;2
10/01/2010;2;0;2;0;0;0;1
10/01/2010;2;0;1;0;0;0;1
10/01/2010;2;2;0;0;0;0;1
10/01/2010;2;1;0;1;0;0;2
10/01/2010;2;0;0;1;3;3;3
11/01/2010;2;0;1;1;0;0;2
11/01/2010;2;2;1;0;0;0;1
11/01/2010;2;3;0;1;0;0;2
11/01/2010;2;1;0;0;0;0;1
11/01/2010;2;1;0;1;0;0;2
12/01/2010;2;1;1;0;0;0;1
12/01/2010;2;0;1;0;0;0;1
13/01/2010;2;1;0;0;0;0;1
13/01/2010;2;4;0;0;0;0;1
13/01/2010;2;2;2;0;0;0;1
14/01/2010;2;1;0;0;0;0;1
16/01/2010;2;3;0;1;1;0;2
16/01/2010;2;0;0;0;1;0;2
16/01/2010;2;1;0;0;0;1;3
16/01/2010;2;1;0;0;0;0;1
16/01/2010;2;0;0;0;1;0;2
16/01/2010;2;2;0;0;0;0;1
16/01/2010;2;3;0;0;0;0;1
16/01/2010;2;0;1;0;0;0;1
17/01/2010;2;4;0;0;0;0;1
17/01/2010;2;0;0;1;1;0;2
22/02/2010;1;1;0;0;0;0;1
24/02/2010;1;2;0;0;0;0;1
25/02/2010;1;2;0;0;0;0;1
25/02/2010;1;1;1;0;0;0;1
27/02/2010;1;2;0;2;0;0;2
28/02/2010;1;1;1;0;0;0;1
28/02/2010;1;2;0;0;0;0;1
28/02/2010;1;0;0;1;0;0;2
01/03/2010;1;1;0;0;0;0;1
01/03/2010;1;1;0;0;0;0;1
04/03/2010;1;0;0;1;1;0;2
04/03/2010;1;0;3;0;0;0;1
04/03/2010;1;0;3;6;0;0;2
05/03/2010;1;1;0;0;0;0;1
05/03/2010;1;0;0;2;0;0;2
05/03/2010;1;0;2;0;0;0;1
06/03/2010;1;3;0;0;0;0;1
06/03/2010;1;5;0;0;0;0;1
07/03/2010;1;4;0;0;0;0;1
07/03/2010;1;4;0;0;0;0;1
09/03/2010;1;0;0;1;0;0;2
09/03/2010;1;2;0;0;0;0;1
10/03/2010;1;1;0;0;0;0;1
10/03/2010;1;1;0;0;0;0;1
11/03/2010;1;3;0;1;0;0;2
12/03/2010;1;0;0;0;1;2;3
12/03/2010;1;3;0;0;0;0;1
12/03/2010;1;1;0;4;0;0;2
12/03/2010;1;2;0;0;0;0;1
12/03/2010;1;1;0;0;0;0;1
13/03/2010;1;1;1;0;0;0;1
13/03/2010;1;0;1;0;0;0;1
13/03/2010;1;0;1;0;0;0;1
13/03/2010;1;4;0;0;0;0;1
14/03/2010;1;1;1;2;0;0;2
14/03/2010;1;3;0;0;0;0;1
14/03/2010;1;1;0;1;0;0;2
14/03/2010;1;0;3;0;0;1;3
14/03/2010;1;1;0;1;0;0;2
15/03/2010;1;3;0;2;0;0;2
16/03/2010;1;3;1;0;0;0;1
16/03/2010;1;1;0;2;0;0;2
16/03/2010;1;2;1;0;0;0;1
17/03/2010;1;6;0;1;0;0;2
17/03/2010;1;1;1;0;0;0;1
25/03/2010;1;2;0;0;0;0;1
25/03/2010;1;1;1;1;0;0;2
27/03/2010;2;1;1;0;0;0;1
03/04/2010;1;1;0;1;0;0;2
04/04/2010;1;1;0;1;0;0;2
04/04/2010;1;4;0;2;0;0;2
04/04/2010;1;0;1;0;0;0;1
08/04/2010;1;2;0;1;1;0;2
08/04/2010;1;2;0;0;0;1;3
08/04/2010;1;0;1;0;0;0;1
09/04/2010;1;1;0;0;0;0;1
10/04/2010;1;1;0;0;0;0;1
10/04/2010;1;0;1;0;0;0;1
10/04/2010;2;3;0;0;0;0;1
11/04/2010;1;0;0;1;0;0;2
12/04/2010;1;3;0;0;0;0;1
13/04/2010;2;0;1;0;0;1;3
13/04/2010;1;1;0;0;0;0;1
15/04/2010;1;1;0;0;0;0;1
18/04/2010;1;1;0;0;0;0;1
18/04/2010;1;0;1;0;0;0;1
19/04/2010;1;1;0;0;0;0;1
20/04/2010;1;5;1;0;0;0;1
20/04/2010;1;3;0;0;0;0;1
21/04/2010;1;1;1;0;0;0;1
21/04/2010;1;1;0;0;0;0;1
21/04/2010;1;7;2;0;0;0;1
22/04/2010;1;1;0;0;0;0;1
22/04/2010;1;0;0;1;0;0;2
23/04/2010;1;1;1;0;0;0;1
24/04/2010;1;3;1;0;0;0;1
25/04/2010;1;2;0;0;0;0;1
29/04/2010;2;0;2;0;0;0;1
29/04/2010;1;1;1;1;0;0;2
01/05/2010;1;1;0;0;0;0;1
01/05/2010;1;0;1;3;0;0;2
02/05/2010;1;1;0;0;0;0;1
03/05/2010;1;0;2;0;0;0;1
03/05/2010;1;42;0;0;0;0;1
04/05/2010;1;0;0;1;0;0;2
04/05/2010;1;0;1;0;0;0;1
05/05/2010;1;0;5;1;0;0;2
07/05/2010;1;3;0;0;1;0;2
07/05/2010;1;2;0;0;1;2;3
08/05/2010;1;1;0;2;1;0;2
09/05/2010;1;2;0;0;0;1;3
10/05/2010;1;1;0;0;0;0;1
10/05/2010;1;1;1;0;0;0;1
11/05/2010;1;1;0;0;0;0;1
11/05/2010;1;1;0;0;1;0;2
11/05/2010;1;3;0;0;0;0;1
11/05/2010;1;0;1;0;0;0;1
16/05/2010;2;2;0;0;0;0;1
18/05/2010;1;0;1;0;0;0;1
20/05/2010;1;1;1;0;0;0;1
22/05/2010;1;1;0;0;0;0;1
23/05/2010;1;0;1;0;0;0;1
23/05/2010;1;0;0;1;0;0;2
23/05/2010;3;2;1;0;0;0;1
24/05/2010;2;3;0;1;0;0;2
24/05/2010;2;0;0;1;0;1;3
25/05/2010;1;2;0;0;0;0;1
26/05/2010;1;2;0;0;0;0;1
26/05/2010;1;1;1;0;0;0;1
27/05/2010;1;3;0;1;0;0;2
27/05/2010;1;1;0;0;0;0;1
28/05/2010;1;2;1;0;0;0;1
28/05/2010;1;3;0;0;0;0;1
28/05/2010;1;1;0;0;0;0;1
02/06/2010;1;0;1;0;0;0;1
02/06/2010;1;0;1;0;0;0;1
02/06/2010;1;2;0;0;0;0;1
02/06/2010;1;2;1;0;0;0;1
03/06/2010;1;1;0;1;0;1;3
03/06/2010;1;0;1;0;0;0;1
04/06/2010;1;1;0;1;0;1;3
06/06/2010;2;2;0;0;0;0;1
06/06/2010;1;1;0;0;0;0;1
07/06/2010;1;8;1;0;0;0;1
08/06/2010;1;1;0;0;0;0;1
08/06/2010;1;3;0;0;0;0;1
09/06/2010;1;1;0;0;0;0;1
10/06/2010;1;2;0;0;0;0;1
10/06/2010;2;3;0;0;0;0;1
10/06/2010;1;0;1;0;0;0;1
11/06/2010;2;2;0;0;0;0;1
12/06/2010;1;3;1;0;0;0;1
14/06/2010;2;2;0;0;0;0;1
15/06/2010;1;4;0;0;0;0;1
15/06/2010;1;0;0;0;1;0;2
15/06/2010;1;2;0;1;0;0;2
15/06/2010;1;0;1;0;0;0;1
16/06/2010;1;2;0;0;0;0;1
16/06/2010;1;1;0;1;0;0;2
17/06/2010;2;3;0;0;0;0;1
19/06/2010;1;2;0;0;0;1;3
21/06/2010;1;1;0;0;0;0;1
21/06/2010;1;4;0;0;0;0;1
21/06/2010;1;2;0;3;0;0;2
22/06/2010;1;1;0;0;0;0;1
22/06/2010;1;1;0;0;0;0;1
24/06/2010;1;3;0;0;0;0;1
28/06/2010;1;1;0;0;0;0;1
28/06/2010;1;2;0;1;0;0;2
29/06/2010;1;0;1;0;0;0;1
05/07/2010;1;2;0;0;0;0;1
05/07/2010;1;1;0;0;0;0;1
06/07/2010;1;2;0;0;0;0;1
07/07/2010;1;1;0;0;1;0;2
07/07/2010;1;1;0;0;0;1;3
09/07/2010;1;1;0;0;0;0;1
09/07/2010;1;1;2;0;0;0;1
09/07/2010;1;3;0;0;0;0;1
09/07/2010;1;12;0;0;0;0;1
09/07/2010;1;1;0;0;0;0;1
10/07/2010;1;1;0;0;0;0;1
12/07/2010;1;1;0;0;0;0;1
12/07/2010;1;1;0;0;0;0;1
17/07/2010;2;2;0;0;0;0;1
17/07/2010;1;1;1;0;0;0;1
21/07/2010;1;1;0;0;0;0;1
21/07/2010;1;1;0;0;0;0;1
22/07/2010;1;0;1;0;1;1;3
23/07/2010;1;3;0;0;0;0;1
23/07/2010;2;1;0;1;0;0;2
23/07/2010;1;2;0;0;0;0;1
30/07/2010;1;3;0;0;0;0;1
30/07/2010;2;3;0;0;0;0;1
30/07/2010;1;0;0;1;0;0;2
01/08/2010;1;1;0;0;0;0;1
01/08/2010;1;4;0;0;0;0;1
02/08/2010;1;1;0;0;0;0;1
02/08/2010;1;1;0;0;1;0;2
02/08/2010;1;1;1;0;0;0;1
06/08/2010;1;1;1;1;0;0;2
10/08/2010;1;0;1;0;0;0;1
11/08/2010;1;2;0;0;0;0;1
11/08/2010;1;1;0;0;0;1;3
11/08/2010;1;1;0;0;0;0;1
13/08/2010;1;1;0;0;0;0;1
16/08/2010;1;1;0;0;0;1;3
17/08/2010;1;3;1;0;0;0;1
18/08/2010;2;2;0;0;0;0;1
18/08/2010;1;4;2;0;0;0;1
19/08/2010;1;2;0;0;0;0;1
19/08/2010;1;2;0;0;0;0;1
19/08/2010;2;3;0;1;0;0;2
20/08/2010;1;1;0;0;1;0;2
25/08/2010;1;3;0;0;0;0;1
28/08/2010;1;1;1;0;0;0;1
29/08/2010;1;1;1;0;0;0;1
30/08/2010;3;3;0;0;0;0;1
31/08/2010;1;1;0;0;0;0;1
31/08/2010;2;0;0;1;0;1;3
02/09/2010;1;2;0;0;0;0;1
03/09/2010;1;4;0;1;0;0;2
05/09/2010;1;1;0;0;0;0;1
06/09/2010;1;0;2;0;0;0;1
08/09/2010;1;1;1;0;0;0;1
10/09/2010;2;2;0;0;0;0;1
11/09/2010;1;1;0;0;0;0;1
12/09/2010;1;2;0;0;0;0;1
12/09/2010;1;1;1;0;0;0;1
17/09/2010;1;1;0;0;0;0;1
17/09/2010;1;0;0;1;0;0;2
17/09/2010;1;1;0;0;0;0;1
17/09/2010;2;2;0;0;0;0;1
19/09/2010;1;2;0;2;0;1;3
20/09/2010;1;3;0;0;0;0;1
